waterbody,station,coordinates,deployment dates,string configuration,sensor type,sensor serial number,year,month,day,hour,minute,second,depth,depth unit,dissolved oxygen,dissolved oxygen unit,temperature,temperature unit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,23,26,1.6,m,110.3,% saturation,32.36,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,33,26,1.6,m,111.7,% saturation,32.27,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,43,26,1.6,m,110.5,% saturation,33.008,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,53,26,1.6,m,109.2,% saturation,33.872,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,03,26,1.6,m,108.1,% saturation,34.538,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,13,26,1.6,m,107.2,% saturation,34.682,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,23,26,1.6,m,106.6,% saturation,34.682,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,33,26,1.6,m,106.3,% saturation,34.682,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,43,26,1.6,m,105.8,% saturation,34.718,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,21,53,26,1.6,m,105.6,% saturation,34.718,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,03,26,1.6,m,105.7,% saturation,34.754,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,13,26,1.6,m,105.2,% saturation,34.538,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,23,26,1.6,m,105.1,% saturation,34.394,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,33,26,1.6,m,104.9,% saturation,34.178,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,43,26,1.6,m,104.8,% saturation,34.106,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,22,53,26,1.6,m,104.6,% saturation,34.07,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,03,26,1.6,m,104.6,% saturation,33.962,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,13,26,1.6,m,104.3,% saturation,33.998,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,23,26,1.6,m,104.2,% saturation,33.926,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,33,26,1.6,m,104,% saturation,33.926,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,43,26,1.6,m,103.9,% saturation,33.962,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,23,53,26,1.6,m,103.7,% saturation,33.962,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,03,26,1.6,m,104,% saturation,34.034,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,13,26,1.6,m,103.8,% saturation,34.07,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,23,26,1.6,m,103.9,% saturation,34.142,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,33,26,1.6,m,103.6,% saturation,34.142,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,43,26,1.6,m,103.5,% saturation,34.286,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,00,53,26,1.6,m,102.9,% saturation,34.466,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,03,26,1.6,m,102.5,% saturation,34.682,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,13,26,1.6,m,102.2,% saturation,34.826,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,23,26,1.6,m,101.9,% saturation,34.898,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,33,26,1.6,m,101.8,% saturation,34.97,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,43,26,1.6,m,101.7,% saturation,34.898,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,01,53,26,1.6,m,100.5,% saturation,34.466,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,03,26,1.6,m,102.4,% saturation,33.764,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,13,26,1.6,m,102.1,% saturation,34.034,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,23,26,1.6,m,101.9,% saturation,34.106,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,33,26,1.6,m,102.2,% saturation,33.692,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,43,26,1.6,m,102.9,% saturation,33.584,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,02,53,26,1.6,m,101.9,% saturation,33.404,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,03,26,1.6,m,102.6,% saturation,32.792,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,13,26,1.6,m,102.6,% saturation,32.864,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,23,26,1.6,m,102.6,% saturation,32.936,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,33,26,1.6,m,102.5,% saturation,33.44,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,43,26,1.6,m,101.9,% saturation,33.296,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,03,53,26,1.6,m,102.8,% saturation,33.116,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,03,26,1.6,m,102.3,% saturation,32.54,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,13,26,1.6,m,102.6,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,23,26,1.6,m,103.5,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,33,26,1.6,m,103.5,% saturation,32.162,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,43,26,1.6,m,103.4,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,04,53,26,1.6,m,103.4,% saturation,32,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,03,26,1.6,m,103.1,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,13,26,1.6,m,103.1,% saturation,32,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,23,26,1.6,m,103.1,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,33,26,1.6,m,103.3,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,43,26,1.6,m,103.4,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,05,53,26,1.6,m,103.3,% saturation,31.892,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,03,26,1.6,m,103.2,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,13,26,1.6,m,103,% saturation,32,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,23,26,1.6,m,103.1,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,33,26,1.6,m,102.9,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,43,26,1.6,m,102.8,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,06,53,26,1.6,m,102.8,% saturation,31.82,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,03,26,1.6,m,102.9,% saturation,31.82,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,13,26,1.6,m,102.7,% saturation,31.856,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,23,26,1.6,m,102.9,% saturation,31.82,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,33,26,1.6,m,102.9,% saturation,31.784,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,43,27,1.6,m,102.6,% saturation,31.784,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,07,53,27,1.6,m,102.6,% saturation,31.748,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,03,27,1.6,m,102.7,% saturation,31.712,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,13,27,1.6,m,102.6,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,23,27,1.6,m,102.5,% saturation,31.712,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,33,27,1.6,m,102.5,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,43,27,1.6,m,102.4,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,08,53,27,1.6,m,102.4,% saturation,31.64,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,03,27,1.6,m,102.4,% saturation,31.64,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,13,27,1.6,m,102.6,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,23,27,1.6,m,102.4,% saturation,31.568,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,33,27,1.6,m,102.4,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,43,27,1.6,m,102.6,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,09,53,27,1.6,m,102.4,% saturation,31.496,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,03,27,1.6,m,102.5,% saturation,31.496,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,13,27,1.6,m,102.5,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,23,27,1.6,m,102.6,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,33,27,1.6,m,102.6,% saturation,31.496,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,43,27,1.6,m,102.5,% saturation,31.604,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,10,53,27,1.6,m,102.6,% saturation,31.568,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,03,27,1.6,m,102.7,% saturation,31.604,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,13,27,1.6,m,102.7,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,23,27,1.6,m,101.9,% saturation,32.198,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,33,27,1.6,m,102.1,% saturation,32.09,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,43,27,1.6,m,102.1,% saturation,32.162,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,11,53,27,1.6,m,101.9,% saturation,32.162,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,03,27,1.6,m,102.1,% saturation,32.27,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,13,27,1.6,m,102.1,% saturation,32.234,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,23,27,1.6,m,102,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,33,27,1.6,m,102.1,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,43,27,1.6,m,101.9,% saturation,32.54,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,12,53,27,1.6,m,102.2,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,03,27,1.6,m,101.9,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,13,27,1.6,m,102,% saturation,32.72,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,23,27,1.6,m,102.1,% saturation,32.612,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,33,27,1.6,m,101.9,% saturation,32.684,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,43,27,1.6,m,101.8,% saturation,32.828,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,13,53,27,1.6,m,102,% saturation,32.684,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,14,03,27,1.6,m,102,% saturation,32.612,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,14,13,27,1.6,m,102.1,% saturation,32.576,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,08,14,23,27,1.6,m,102.3,% saturation,32.648,fahrenheit
